Mean	SD	clf__C	union__ngrams__compextract__replacement	union__target_extract__aspect__feature	union__ngrams__tokeniser__ngram_range	union__ngrams__text_extract__feature	clf__epsilon	union__ngrams__count_grams__binary	union__ngrams__compextract__words_replace	union__ngrams__tokeniser__tokeniser_func	union__target_extract__count_grams__binary	union__ngrams__compextract__expand 
0.61548877143	0.0484493300115	0.1	companyname	aspects	(1, 2)	text	0.01	True	train companies	unitok_tokens	True	None
