Mean	SD	union__ngrams__negextract__expand_top_n	union__target_extract__count_grams__binary	union__ngrams__compextract__replacement	union__ngrams__tokeniser__tokeniser_func	union__ngrams__negextract__replacement	clf__epsilon	union__ngrams__compextract__words_replace	union__ngrams__text_extract__feature	union__ngrams__posextract__replacement	union__ngrams__count_grams__binary	union__ngrams__negextract__words_replace	union__ngrams__posextract__expand_top_n	union__ngrams__posextract__expand	union__ngrams__posextract__words_replace	union__ngrams__negextract__expand	union__ngrams__tokeniser__ngram_range	clf__C	union__target_extract__aspect__feature	union__ngrams__compextract__expand 
0.617105595922	0.0460405648102	10	True	companyname	unitok_tokens	negword	0.01	train companies	text	posword	True	Poor word	10	Word2Vec(vocab=38074, size=300, alpha=0.025)	Excellent word	Word2Vec(vocab=38074, size=300, alpha=0.025)	(1, 2)	0.1	aspects	None
