Mean	SD	negextract__words_replace	compextract__replacement	clf__epsilon	posextract__replacement	compextract__words_replace	posextract__expand_top_n	negextract__expand_top_n	posextract__expand	compextract__expand	negextract__expand	tokeniser__ngram_range	count_grams__binary	negextract__replacement	posextract__words_replace	tokeniser__tokeniser_func	clf__C 
0.614564261783	0.0468012629474	Poor word	companyname	0.01	posword	train companies	10	10	Word2Vec(vocab=38074, size=300, alpha=0.025)	None	Word2Vec(vocab=38074, size=300, alpha=0.025)	(1, 2)	True	negword	Excellent word	unitok_tokens	0.1
